Country Name,Country Code,Series Name,Series Code,2012 [YR2012]
Jamaica,JAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8520.89497075678
Jamaica,JAM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,54.127
Japan,JPN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,34987.6081846081
Japan,JPN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.05727
Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,91.902
Jordan,JOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,11340.2700192455
Jordan,JOR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,82.97
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,21505.6512171149
Kazakhstan,KAZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.48057
Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,53.458
Kenya,KEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2628.04493771047
Kenya,KEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,24.37
Kiribati,KIR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1771.52614790875
Kiribati,KIR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,43.948
"Korea, Dem. Rep.",PRK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
"Korea, Dem. Rep.",PRK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
"Korea, Dem. Rep.",PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,60.436
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,31901.0729348642
"Korea, Rep.",KOR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,110.5282
"Korea, Rep.",KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,82.141
Kosovo,KSV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8426.1597590463
Kosovo,KSV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Kosovo,KSV,Urban population (% of total),SP.URB.TOTL.IN.ZS,..
Kuwait,KWT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,84187.7069011197
Kuwait,KWT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,98.294
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2869.83896203769
Kyrgyz Republic,KGZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.66953
Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,35.403
Lao PDR,LAO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4381.14972779626
Lao PDR,LAO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.12193
Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,35.368
Latvia,LVA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,20747.2930466131
Latvia,LVA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.32355
Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,67.548
Lebanon,LBN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,16632.8712277863
Lebanon,LBN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,86.19635
Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,87.426
Lesotho,LSO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2390.26153250419
Lesotho,LSO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,72.46844
Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,25.76
Liberia,LBR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,782.38725425071
Liberia,LBR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,48.541
Libya,LBY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,23032.0955118359
Libya,LBY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,77.988
Liechtenstein,LIE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Liechtenstein,LIE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,14.365
Lithuania,LTU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,23460.5095648505
Lithuania,LTU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.18307
Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,66.604
Luxembourg,LUX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,88011.0862308445
Luxembourg,LUX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,89.247
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,125484.786514166
"Macao SAR, China",MAC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
"Macao SAR, China",MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,100
"Macedonia, FYR",MKD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,11268.3770613093
"Macedonia, FYR",MKD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,74.4617
"Macedonia, FYR",MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,56.959
Madagascar,MDG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1374.18887969963
Madagascar,MDG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,69.53569
Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,33.196
Malawi,MWI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,739.862150424498
Malawi,MWI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,74.23594
Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,15.798
Malaysia,MYS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,21920.2224723596
Malaysia,MYS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,72.526
Maldives,MDV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,11090.2635549713
Maldives,MDV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,42.303
Mali,MLI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1602.66042947713
Mali,MLI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,58.69324
Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,37.579
Malta,MLT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,28271.0839483731
Malta,MLT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,87.53351
Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,94.991
Marshall Islands,MHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3671.80145456734
Marshall Islands,MHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,71.891
Mauritania,MRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2828.05291828934
Mauritania,MRT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,68.68995
Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,58
Mauritius,MUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,16195.7560380035
Mauritius,MUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.34342
Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,40.164
Mexico,MEX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,16316.3343671674
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.12121
Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,78.407
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3427.7571386906
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
"Micronesia, Fed. Sts.",FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,22.317
Moldova,MDA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4150.52718378868
Moldova,MDA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,89.63885
Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,44.857
Monaco,MCO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Monaco,MCO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,100
Mongolia,MNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8297.05373915164
Mongolia,MNG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,130.21947
Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,69.472
Montenegro,MNE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,13701.142418599
Montenegro,MNE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.96815
Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,63.457
Morocco,MAR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,6776.72046432164
Morocco,MAR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.30597
Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,58.697
Mozambique,MOZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1020.41541855241
Mozambique,MOZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,52.18582
Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.417
Myanmar,MMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Myanmar,MMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,32.469
Namibia,NAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8995.11435612272
Namibia,NAM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,85.37145
Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,43.666
Nepal,NPL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2118.23313510171
Nepal,NPL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.02664
Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,17.518
Netherlands,NLD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,45406.1670408597
Netherlands,NLD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,88.575
New Caledonia,NCL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
New Caledonia,NCL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,68.509
New Zealand,NZL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,32281.250035224
New Zealand,NZL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,86.2
Nicaragua,NIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4359.51279088703
Nicaragua,NIC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,57.841
Niger,NER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,885.317117049737
Niger,NER,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,49.31236
Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,17.986
Nigeria,NGA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,5290.85934863186
Nigeria,NGA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,45.234
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Northern Mariana Islands,MNP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,89.36
Norway,NOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,62858.0089462733
Norway,NOR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.34172
Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,79.665
Oman,OMN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,44491.2075029675
Oman,OMN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.72982
Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,76.204
Pakistan,PAK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4337.01539607288
Pakistan,PAK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,71.86478
Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,37.428
Palau,PLW,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,14776.0791527442
Palau,PLW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,85.039
Panama,PAN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,17627.0285798009
Panama,PAN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.65758
Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,65.698
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2381.89791847012
Papua New Guinea,PNG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,78.12591
Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,12.982
Paraguay,PRY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,6975.46666388683
Paraguay,PRY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,58.94
Peru,PER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,10912.5616001389
Peru,PER,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,90.98011
Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,77.616
Philippines,PHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,6005.31277389349
Philippines,PHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,44.81
Poland,POL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,22498.8588056198
Poland,POL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,60.688
Portugal,PRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,25811.4040143145
Portugal,PRT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,61.758
Puerto Rico,PRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,33495.1065156008
Puerto Rico,PRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,93.722
Qatar,QAT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,127818.905182049
Qatar,QAT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,98.946
Romania,ROM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,17485.7438219707
Romania,ROM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,93.66899
Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,54.091
Russian Federation,RUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,23309.7967831838
Russian Federation,RUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.11807
Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,73.786
Rwanda,RWA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1400.43966740899
Rwanda,RWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,57.73976
Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,25.894
Samoa,WSM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,5692.60985080001
Samoa,WSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.41204
Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,19.639
San Marino,SMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
San Marino,SMR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.3168
San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,94.123
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2837.11374351178
Sao Tome and Principe,STP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,63.265
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,51122.1640941509
Saudi Arabia,SAU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,105.96292
Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,82.51
Senegal,SEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2173.52325439674
Senegal,SEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,60.48372
Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,42.781
Serbia,SRB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,12504.7903561448
Serbia,SRB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,93.22603
Serbia,SRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,55.307
Seychelles,SYC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,22828.8186227448
Seychelles,SYC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,52.915
Sierra Leone,SLE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1443.32905000936
Sierra Leone,SLE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,72.35622
Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,38.885
Singapore,SGP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,74609.1889277184
Singapore,SGP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,100
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Sint Maarten (Dutch part),SXM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,100
Slovak Republic,SVK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,25925.6315872559
Slovak Republic,SVK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,94.82072
Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,54.163
Slovenia,SVN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,27898.8814702134
Slovenia,SVN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.88188
Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,49.856
Solomon Islands,SLB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1986.36888876903
Solomon Islands,SLB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,85.41835
Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,20.964
Somalia,SOM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Somalia,SOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,38.153
South Africa,ZAF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,12041.6269552117
South Africa,ZAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,63.272
South Sudan,SSD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1810.11507271097
South Sudan,SSD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,18.2
Spain,ESP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,31911.9602178321
Spain,ESP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.19454
Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,78.902
Sri Lanka,LKA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8855.50382213737
Sri Lanka,LKA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.847
Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,18.297
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,20097.6003085836
St. Kitts and Nevis,KNA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,92.57322
St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.844
St. Lucia,LCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,10274.6595513108
St. Lucia,LCA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,91.62881
St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,18.45
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
St. Martin (French part),MAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
St. Martin (French part),MAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,..
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,9987.8853888381
St. Vincent and the Grenadines,VCT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.93832
St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,49.495
Sudan,SDN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3545.11593774644
Sudan,SDN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,33.315
Suriname,SUR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,15254.3084508762
Suriname,SUR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,66.208
Swaziland,SWZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,6390.32969645186
Swaziland,SWZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,21.374
Sweden,SWE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,43426.8537166983
Sweden,SWE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.20499
Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,85.363
Switzerland,CHE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,54237.2863678571
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.81221
Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,73.739
Syrian Arab Republic,SYR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Syrian Arab Republic,SYR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,106.68535
Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,56.459
Tajikistan,TJK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2320.32712029593
